model_name,model_slug,severity,base_type,base_name,base_display_name,color_accuracy,grayscale_accuracy,grayscale_minus_color_accuracy,color_mean_confidence,grayscale_mean_confidence,grayscale_minus_color_confidence
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_2,03,underexposure,Underexposure,0.348,0.212,-0.13599999999999998,0.6111881586015224,0.5789915099740028,-0.032196648627519586
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_3,06,contrast,Contrast,0.304,0.17,-0.13399999999999998,0.5659768568873406,0.5470961821675301,-0.018880674719810475
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_3,07,dirty_lens_1,Dirty lens 1,0.148,0.054,-0.094,0.6100976378917694,0.5301848305165767,-0.07991280737519268
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_3,08,dirty_lens_2,Dirty lens 2,0.23,0.092,-0.138,0.5655433045327664,0.5398141374886036,-0.025729167044162726
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_3,05,gaussian_blur,Gaussian blur,0.036,0.012,-0.023999999999999997,0.34168025995790957,0.47242763349413874,0.13074737353622917
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_3,04,overexposure,Overexposure,0.224,0.11,-0.114,0.5197848980352282,0.5271697685047985,0.007384870469570259
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_3,02,resize,Resize,0.404,0.24,-0.16400000000000003,0.6575990636944771,0.6174475595802069,-0.04015150411427015
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_3,09,salt_pepper_noise,Salt & pepper noise,0.068,0.018,-0.05,0.37810457538068293,0.5081958196759224,0.1300912442952395
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_3,03,underexposure,Underexposure,0.336,0.208,-0.12800000000000003,0.5976396162509918,0.5735959844589233,-0.024043631792068476
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_4,06,contrast,Contrast,0.286,0.134,-0.15199999999999997,0.5468542286157608,0.5520133447498083,0.0051591161340475145
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_4,07,dirty_lens_1,Dirty lens 1,0.088,0.02,-0.06799999999999999,0.5830813945829868,0.49403099089860913,-0.08905040368437767
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_4,08,dirty_lens_2,Dirty lens 2,0.186,0.074,-0.112,0.5381265494525432,0.5279003734290599,-0.010226176023483302
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_4,05,gaussian_blur,Gaussian blur,0.022,0.01,-0.011999999999999999,0.3428997164517641,0.4356141793131828,0.09271446286141871
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_4,04,overexposure,Overexposure,0.176,0.082,-0.09399999999999999,0.4768744929879904,0.5067452601417899,0.029870767153799493
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_4,02,resize,Resize,0.394,0.236,-0.15800000000000003,0.6725818443596363,0.6159595704078674,-0.05662227395176889
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_4,09,salt_pepper_noise,Salt & pepper noise,0.03,0.01,-0.019999999999999997,0.34773048290610314,0.6336260677576065,0.2858955848515034
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_4,03,underexposure,Underexposure,0.302,0.19,-0.11199999999999999,0.5835115811526775,0.5572011720240116,-0.02631040912866589
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_5,06,contrast,Contrast,0.272,0.122,-0.15000000000000002,0.5443254534602165,0.5575988046526908,0.013273351192474303
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_5,07,dirty_lens_1,Dirty lens 1,0.048,0.012,-0.036000000000000004,0.5971568022072316,0.4332226766943932,-0.16393412551283837
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_5,08,dirty_lens_2,Dirty lens 2,0.124,0.054,-0.07,0.46223203162848947,0.4560480214059353,-0.006184010222554159
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_5,05,gaussian_blur,Gaussian blur,0.014,0.01,-0.004,0.38856805564463137,0.47190400791168213,0.08333595226705076
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_5,04,overexposure,Overexposure,0.146,0.066,-0.07999999999999999,0.44607244960218667,0.4930267091169953,0.04695425951480864
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_5,09,salt_pepper_noise,Salt & pepper noise,0.014,0.008,-0.006,0.3431661440730095,0.43401184254884717,0.09084569847583768
OpenCLIP ViT-B/32 LAION2B,openclip_vit_b32_laion2b,level_5,03,underexposure,Underexposure,0.224,0.132,-0.092,0.5345226024687291,0.531695443034172,-0.002827159434557025
