family,recipe,severity,n,accuracy,mean_confidence,relative_accuracy_drop
native_cure_or,native_challenge_type_11,level_3,500,0.222,0.37319968864321706,0.12799999999999997
native_cure_or,native_challenge_type_11,level_4,500,0.218,0.3680821290910244,0.13199999999999998
native_cure_or,native_challenge_type_12,level_1,499,0.1963927855711423,0.3347845951726059,0.1536072144288577
native_cure_or,native_challenge_type_12,level_2,500,0.198,0.32528700929880144,0.15199999999999997
native_cure_or,native_challenge_type_12,level_3,500,0.168,0.318954331189394,0.18199999999999997
native_cure_or,native_challenge_type_12,level_4,500,0.128,0.33063132797181605,0.22199999999999998
native_cure_or,native_challenge_type_12,level_5,500,0.09,0.2951436529457569,0.26
native_cure_or,native_challenge_type_13,level_1,500,0.204,0.39030373108386995,0.146
native_cure_or,native_challenge_type_13,level_2,500,0.136,0.3466681603416801,0.21399999999999997
native_cure_or,native_challenge_type_13,level_3,500,0.112,0.32377334040403366,0.238
native_cure_or,native_challenge_type_13,level_4,500,0.078,0.31584650960564614,0.27199999999999996
native_cure_or,native_challenge_type_13,level_5,500,0.068,0.33274543936550616,0.282
native_cure_or,native_challenge_type_14,level_1,500,0.068,0.20366721053421497,0.282
native_cure_or,native_challenge_type_14,level_2,500,0.024,0.1341897336319089,0.32599999999999996
native_cure_or,native_challenge_type_14,level_3,500,0.012,0.20609378701448441,0.33799999999999997
native_cure_or,native_challenge_type_14,level_4,500,0.012,0.20793365828692914,0.33799999999999997
native_cure_or,native_challenge_type_14,level_5,500,0.01,0.19634294831752777,0.33999999999999997
native_cure_or,native_challenge_type_15,level_1,500,0.166,0.35967071394622324,0.18399999999999997
native_cure_or,native_challenge_type_15,level_2,500,0.162,0.3685885144621134,0.18799999999999997
native_cure_or,native_challenge_type_15,level_3,500,0.128,0.3672373480126262,0.22199999999999998
native_cure_or,native_challenge_type_15,level_4,500,0.128,0.3570973968729377,0.22199999999999998
native_cure_or,native_challenge_type_15,level_5,500,0.122,0.3449710269495845,0.22799999999999998
native_cure_or,native_challenge_type_16,level_1,500,0.146,0.35802735379338263,0.204
native_cure_or,native_challenge_type_16,level_2,500,0.106,0.32023956145346166,0.244
native_cure_or,native_challenge_type_16,level_3,500,0.056,0.2875926621854305,0.294
native_cure_or,native_challenge_type_16,level_4,500,0.028,0.2541220678091049,0.32199999999999995
native_cure_or,native_challenge_type_16,level_5,500,0.016,0.23510963858664036,0.33399999999999996
native_cure_or,native_challenge_type_17,level_1,500,0.112,0.3344154953211546,0.238
native_cure_or,native_challenge_type_17,level_2,500,0.096,0.2820849375873804,0.254
native_cure_or,native_challenge_type_17,level_3,500,0.092,0.24573663567006587,0.258
native_cure_or,native_challenge_type_17,level_4,500,0.07,0.233124402821064,0.27999999999999997
native_cure_or,native_challenge_type_17,level_5,500,0.048,0.20328372918069362,0.302
native_cure_or,native_challenge_type_18,level_1,500,0.112,0.3086503601819277,0.238
native_cure_or,native_challenge_type_18,level_2,500,0.062,0.27346058551967145,0.288
native_cure_or,native_challenge_type_18,level_3,500,0.024,0.264834694981575,0.32599999999999996
native_cure_or,native_challenge_type_18,level_4,500,0.008,0.3187913933545351,0.34199999999999997
native_cure_or,native_challenge_type_18,level_5,500,0.01,0.418802252009511,0.33999999999999997
